movie_title,Worldwide,Domestic,Domestic_percent,Foreign,Foreign_percent
After Ever Happy,"$19,155,062.00","$1,072,750.00",5.60%,"$18,082,312.00",94.40%
Those Who Wish Me Dead,"$19,127,330.00","$7,407,200.00",38.70%,"$11,720,130.00",61.30%
Dear Evan Hansen,"$19,123,994.00","$15,002,646.00",78.40%,"$4,121,348.00",21.60%
Norwegian Wood,"$19,115,721.00","$13,000.00",<0.1%,"$19,102,721.00",99.90%
Always Miss You,"$19,015,465.00","$91,884.00",0.50%,"$18,923,581.00",99.50%
Beast,"$18,911,959.00",-,-,"$18,911,959.00",100%
The Pioneer,"$18,900,000.00",-,-,"$18,900,000.00",100%
An Officer and a Spy,"$18,899,214.00",-,-,"$18,899,214.00",100%
The Green Knight,"$18,888,418.00","$17,173,321.00",90.90%,"$1,715,097.00",9.10%
Three Thousand Years of Longing,"$18,881,663.00","$8,286,741.00",43.90%,"$10,594,922.00",56.10%
Head Over Heels,"$18,876,082.00",-,-,"$18,876,082.00",100%
Antlers,"$18,867,659.00","$10,619,670.00",56.30%,"$8,247,989.00",43.70%
School of Magical Animals,"$18,859,382.00",-,-,"$18,859,382.00",100%
Promising Young Woman,"$18,854,166.00","$6,460,965.00",34.30%,"$12,393,201.00",65.70%
Sinkhole,"$18,804,231.00",-,-,"$18,804,231.00",100%
Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,"$18,738,951.00",-,-,"$18,738,951.00",100%
Godfather,"$18,737,287.00",-,-,"$18,737,287.00",100%
Mobile Suit Gundam: Hathaway,"$18,731,309.00",-,-,"$18,731,309.00",100%
13 Assassins,"$18,689,058.00","$802,778.00",4.30%,"$17,886,280.00",95.70%
Greta,"$18,653,107.00","$10,532,219.00",56.50%,"$8,120,888.00",43.50%
Green Zone 2010 Re-release,"$18,495,045.00",-,-,"$18,495,045.00",100%
Bhool Bhulaiyaa 2,"$18,307,258.00",-,-,"$18,307,258.00",100%
Die Schule der magischen Tiere 2,"$18,248,643.00",-,-,"$18,248,643.00",100%
Takizawa Enbujo Zero,"$18,091,395.00",-,-,"$18,091,395.00",100%
Freaky,"$18,073,433.00","$9,030,855.00",50%,"$9,042,578.00",50%
The Stronghold,"$18,066,143.00",-,-,"$18,066,143.00",100%
November,"$17,900,576.00",-,-,"$17,900,576.00",100%
The Promised Neverland,"$17,710,977.00",-,-,"$17,710,977.00",100%
Kaiji: Final Game,"$17,645,779.00",-,-,"$17,645,779.00",100%
Hitman: Agent Jun,"$17,601,351.00",-,-,"$17,601,351.00",100%
Bo Gia,"$17,480,489.00","$350,000.00",2%,"$17,130,489.00",98%
The Dry,"$17,424,378.00","$364,237.00",2.10%,"$17,060,141.00",97.90%
Triangle of Sadness,"$17,383,860.00","$4,086,011.00",23.50%,"$13,297,849.00",76.50%
Fall,"$17,377,065.00","$7,240,521.00",41.70%,"$10,136,544.00",58.30%
Digimon Adventure: Last Evolution Kizuna,"$17,361,009.00",-,-,"$17,361,009.00",100%
The Quintessential Quintuplets Movie,"$17,288,993.00","$502,000.00",2.90%,"$16,786,993.00",97.10%
Gintama: The Final,"$17,252,960.00",-,-,"$17,252,960.00",100%
Railway Heroes,"$17,223,704.00",-,-,"$17,223,704.00",100%
Simone: Woman of the Century,"$17,191,638.00",-,-,"$17,191,638.00",100%
Bye Bye Morons,"$16,955,924.00",-,-,"$16,955,924.00",100%
Baaghi 3,"$16,726,510.00","$721,439.00",4.30%,"$16,005,071.00",95.70%
Wunderschön,"$16,719,291.00",-,-,"$16,719,291.00",100%
Your Turn to Kill,"$16,511,822.00",-,-,"$16,511,822.00",100%
Cry Macho,"$16,481,544.00","$10,310,734.00",62.60%,"$6,170,810.00",37.40%
Reminiscence,"$16,430,773.00","$3,900,193.00",23.70%,"$12,530,580.00",76.30%
Father There Is Only One 3,"$16,112,265.00",-,-,"$16,112,265.00",100%
Legend No. 17,"$16,096,860.00",-,-,"$16,096,860.00",100%
I Still Believe,"$16,069,730.00","$9,868,521.00",61.40%,"$6,201,209.00",38.60%
Upon the Magic Roads,"$15,990,882.00",-,-,"$15,990,882.00",100%
Radhe Shyam,"$15,954,804.00","$1,860,000.00",11.70%,"$14,094,804.00",88.30%
Blacklight,"$15,902,207.00","$9,591,094.00",60.30%,"$6,311,113.00",39.70%
Broker,"$15,882,749.00",-,-,"$15,882,749.00",100%
Operation Mincemeat,"$15,710,164.00",-,-,"$15,710,164.00",100%
Maison de retraite,"$15,567,804.00",-,-,"$15,567,804.00",100%
The Way Back,"$15,480,704.00","$13,590,514.00",87.80%,"$1,890,190.00",12.20%
The Night House,"$15,437,703.00","$7,100,581.00",46%,"$8,337,122.00",54%
Padre no hay más que uno 2: La llegada de la suegra,"$15,373,181.00",-,-,"$15,373,181.00",100%
Harry Potter and the Sorcerer's Stone 2021 Re-release,"$15,372,357.00","$799,342.00",5.20%,"$14,573,015.00",94.80%
Drive My Car,"$15,317,558.00","$2,352,240.00",15.40%,"$12,965,318.00",84.60%
Minari,"$15,312,445.00","$3,110,580.00",20.30%,"$12,201,865.00",79.70%
Bheemla Nayak,"$15,243,922.00",-,-,"$15,243,922.00",100%
Something About Love,"$15,204,017.00",-,-,"$15,204,017.00",100%
Anita,"$15,017,470.00","$556,632.00",3.70%,"$14,460,838.00",96.30%
Crayon Shin-chan: Mononoke Ninja Chinpuden,"$14,895,696.00",-,-,"$14,895,696.00",100%
Firestarter,"$14,889,250.00","$9,589,250.00",64.40%,"$5,300,000.00",35.60%
The Wolf of Wall Street 2022 Re-release,"$14,877,539.00",-,-,"$14,877,539.00",100%
X,"$14,779,858.00","$11,765,309.00",79.60%,"$3,014,549.00",20.40%
Bros,"$14,771,393.00","$11,628,165.00",78.70%,"$3,143,228.00",21.30%
Super-héros malgré lui,"$14,770,359.00",-,-,"$14,770,359.00",100%
The Chosen Season 3: Episode 1 & 2,"$14,679,613.00","$14,612,089.00",99.50%,"$67,524.00",0.50%
The Tomorrow War,"$14,400,000.00",-,-,"$14,400,000.00",100%
The Personal History of David Copperfield,"$14,399,270.00","$1,876,298.00",13%,"$12,522,972.00",87%
And So the Baton Is Passed,"$14,368,469.00",-,-,"$14,368,469.00",100%
Nightlife,"$14,308,789.00",-,-,"$14,308,789.00",100%
The Duke,"$14,222,161.00","$1,526,970.00",10.70%,"$12,695,191.00",89.30%
Sarkaru Vaari Paata,"$14,199,018.00",-,-,"$14,199,018.00",100%
Pawn,"$14,193,957.00",-,-,"$14,193,957.00",100%
Bones and All,"$14,134,907.00","$7,834,907.00",55.40%,"$6,300,000.00",44.60%
Sword Art Online: Progressive - Aria of a Starless Night,"$14,037,060.00","$1,050,000.00",7.50%,"$12,987,060.00",92.50%
The Post 2020 Re-release,"$13,995,207.00",-,-,"$13,995,207.00",100%
Bodies Bodies Bodies,"$13,905,140.00","$11,446,602.00",82.30%,"$2,458,538.00",17.70%
Memory,"$13,897,255.00","$7,329,043.00",52.70%,"$6,568,212.00",47.30%
Christmas with the Chosen: The Messengers,"$13,728,000.00","$13,728,000.00",100%,-,-
Eiffel,"$13,649,605.00","$444,814.00",3.30%,"$13,204,791.00",96.70%
Land of Legends,"$13,459,101.00",-,-,"$13,459,101.00",100%
OSS 117: From Africa with Love,"$13,457,801.00",-,-,"$13,457,801.00",100%
#Alive,"$13,432,212.00",-,-,"$13,432,212.00",100%
Howling Village,"$13,394,556.00",-,-,"$13,394,556.00",100%
Glass Onion: A Knives Out Mystery,"$13,280,000.00","$13,280,000.00",100%,-,-
Valimai,"$13,276,393.00",-,-,"$13,276,393.00",100%
Come Play,"$13,182,254.00","$10,475,990.00",79.50%,"$2,706,264.00",20.50%
Hostage: Missing Celebrity,"$13,125,970.00",-,-,"$13,125,970.00",100%
Easter Sunday,"$13,071,438.00","$13,013,690.00",99.60%,"$57,748.00",0.40%
The Many Saints of Newark,"$13,058,293.00","$8,237,403.00",63.10%,"$4,820,890.00",36.90%
Vakeel Saab,"$13,056,490.00",-,-,"$13,056,490.00",100%
Monkey King Reborn,"$13,002,635.00",-,-,"$13,002,635.00",100%
No Escapes,"$12,916,151.00",-,-,"$12,916,151.00",100%
The Bodin's in the Land of Smile,"$12,872,253.00",-,-,"$12,872,253.00",100%
Samjin Company English Class,"$12,761,386.00",-,-,"$12,761,386.00",100%
Another Round,"$12,742,455.00",-,-,"$12,742,455.00",100%
News of the World,"$12,668,325.00","$12,668,325.00",100%,-,-
The Worst Person in the World,"$12,654,710.00","$3,034,775.00",24%,"$9,619,935.00",76%
Collectors,"$12,640,113.00",-,-,"$12,640,113.00",100%
Character,"$12,628,017.00",-,-,"$12,628,017.00",100%
On the Line,"$12,533,030.00",-,-,"$12,533,030.00",100%
Guglhupfgeschwader,"$12,307,072.00",-,-,"$12,307,072.00",100%
Terrifier 2,"$12,300,861.00","$10,640,105.00",86.50%,"$1,660,756.00",13.50%
"Utapri Movie 2, Uta No Prince-Sama Maji Love Starish Tours Movie","$12,291,650.00",-,-,"$12,291,650.00",100%
Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,"$12,221,804.00",-,-,"$12,221,804.00",100%
Moonage Daydream,"$12,211,921.00","$4,218,925.00",34.50%,"$7,992,996.00",65.50%
Ducobu 3,"$12,157,793.00",-,-,"$12,157,793.00",100%
Even if This Love Disappears from the World Tonight,"$12,105,747.00",-,-,"$12,105,747.00",100%
On Your Mark,"$12,100,000.00",-,-,"$12,100,000.00",100%
Laal Singh Chaddha,"$12,093,536.00","$3,401,324.00",28.10%,"$8,692,212.00",71.90%
Whitney Houston: I Wanna Dance with Somebody,"$12,070,000.00","$9,470,000.00",78.50%,"$2,600,000.00",21.50%
Alienoid,"$12,067,556.00","$168,309.00",1.40%,"$11,899,247.00",98.60%
Stand by Me,"$11,900,000.00",-,-,"$11,900,000.00",100%
Wotakoi: Love Is Hard for Otaku,"$11,702,371.00",-,-,"$11,702,371.00",100%
Jug Jugg Jeeyo,"$11,467,726.00","$1,033,000.00",9%,"$10,434,726.00",91%
She Said,"$11,450,929.00","$5,825,995.00",50.90%,"$5,624,934.00",49.10%
The Fabelmans,"$11,392,895.00","$10,827,975.00",95%,"$564,920.00",5%
The Fable: The Killer Who Doesn't Kill,"$11,325,545.00",-,-,"$11,325,545.00",100%
Bergen,"$11,325,405.00",-,-,"$11,325,405.00",100%
What Did You Eat Yesterday?,"$11,320,893.00",-,-,"$11,320,893.00",100%
Men,"$11,152,071.00","$7,587,853.00",68%,"$3,564,218.00",32%
Aline,"$11,149,943.00","$667,815.00",6%,"$10,482,128.00",94%
30 jours max,"$11,007,713.00",-,-,"$11,007,713.00",100%
Bigfoot Family,"$10,987,975.00",-,-,"$10,987,975.00",100%
The Voice of Sin,"$10,983,063.00",-,-,"$10,983,063.00",100%
Let Him Go,"$10,835,686.00","$9,358,025.00",86.40%,"$1,477,661.00",13.60%
One Second,"$10,791,301.00",-,-,"$10,791,301.00",100%
Me contro Te - Il film: La vendetta del Signor S,"$10,779,891.00",-,-,"$10,779,891.00",100%
Impractical Jokers: The Movie,"$10,691,091.00","$10,691,091.00",100%,-,-
Two by Two: Overboard!,"$10,626,952.00",-,-,"$10,626,952.00",100%
Honest Candidate,"$10,597,464.00",-,-,"$10,597,464.00",100%
The Hunt,"$10,550,350.00","$5,812,500.00",55.10%,"$4,737,850.00",44.90%
Warriors of Future,"$10,490,328.00",-,-,"$10,490,328.00",100%
Krack,"$10,442,916.00",-,-,"$10,442,916.00",100%
Chickenhare and the Hamster of Darkness,"$10,396,668.00",-,-,"$10,396,668.00",100%
Jurassic Park 2022 Re-release,"$10,374,018.00",-,-,"$10,374,018.00",100%
Kaiserschmarrndrama,"$10,357,720.00",-,-,"$10,357,720.00",100%
"Caution, Hazardous Wife: The Movie","$10,356,359.00",-,-,"$10,356,359.00",100%
The Last Warrior,"$10,341,512.00",-,-,"$10,341,512.00",100%
Street Dancer 3D,"$10,339,127.00",-,-,"$10,339,127.00",100%
Detective Conan: The Scarlet Alibi,"$10,308,627.00",-,-,"$10,308,627.00",100%
The Pirates: The Last Royal Treasure,"$10,258,331.00",-,-,"$10,258,331.00",100%
Never Stop,"$10,224,935.00",-,-,"$10,224,935.00",100%
My Spy,"$10,200,000.00",-,-,"$10,200,000.00",100%
Rise,"$10,179,767.00",-,-,"$10,179,767.00",100%
Vaillante,"$10,143,170.00",-,-,"$10,143,170.00",100%
Table for Six,"$10,138,355.00",-,-,"$10,138,355.00",100%
The Asadas,"$10,066,797.00",-,-,"$10,066,797.00",100%
Beauty and the Beast 2020 Re-release,"$10,055,094.00","$467,000.00",4.60%,"$9,588,094.00",95.40%
Ainbo,"$10,047,797.00",-,-,"$10,047,797.00",100%
Smack Dab Kakha,"$9,995,945.00",-,-,"$9,995,945.00",100%
F3: Fun and Frustration,"$9,849,193.00","$1,195,000.00",12.10%,"$8,654,193.00",87.90%
Black Box,"$9,738,741.00",-,-,"$9,738,741.00",100%
Eiga Sumikkogurashi: Aoi tsukiyo no mahô no ko,"$9,735,732.00",-,-,"$9,735,732.00",100%
Stolen Identity 2,"$9,687,188.00",-,-,"$9,687,188.00",100%
100% Wolf,"$9,642,701.00","$658,764.00",6.80%,"$8,983,937.00",93.20%
Spider-Man: No Way Home 2022 Re-release,"$9,613,518.00","$9,321,593.00",97%,"$291,925.00",3%
The Soul,"$9,600,000.00",-,-,"$9,600,000.00",100%
Rheingold,"$9,598,008.00",-,-,"$9,598,008.00",100%
¡A todo tren! Destino Asturias,"$9,544,171.00",-,-,"$9,544,171.00",100%
Talk to Her Undated France Release,"$9,541,068.00",-,-,"$9,541,068.00",100%
"Good Luck to You, Leo Grande","$9,495,095.00",-,-,"$9,495,095.00",100%
Baragaki: Unbroken Samurai,"$9,481,437.00",-,-,"$9,481,437.00",100%
10 Days with Dad,"$9,472,077.00","$2,359.00",<0.1%,"$9,469,718.00",100%
Secret Zoo,"$9,471,940.00",-,-,"$9,471,940.00",100%
Redeeming Love,"$9,464,198.00","$9,214,020.00",97.40%,"$250,178.00",2.60%
365 Days,"$9,458,590.00",-,-,"$9,458,590.00",100%
Okay Madam,"$9,433,525.00",-,-,"$9,433,525.00",100%
Pearl,"$9,423,445.00","$9,423,445.00",100%,-,-
L'appel de la forêt,"$9,317,347.00",-,-,"$9,317,347.00",100%
Dad,"$9,267,397.00",-,-,"$9,267,397.00",100%
Inception 10th Anniversary re-release,"$9,100,000.00",-,-,"$9,100,000.00",100%
The Closet,"$9,039,424.00",-,-,"$9,039,424.00",100%
Till,"$9,000,202.00","$9,000,202.00",100%,-,-
Malasaña 32,"$8,968,845.00",-,-,"$8,968,845.00",100%
Break the Silence: The Movie,"$8,954,345.00",-,-,"$8,954,345.00",100%
I Hate Summer,"$8,926,071.00",-,-,"$8,926,071.00",100%
All About My Mother,"$8,900,000.00",-,-,"$8,900,000.00",100%
Downhill,"$8,899,195.00","$8,287,061.00",93.10%,"$612,134.00",6.90%
Les blagues de Toto,"$8,859,185.00",-,-,"$8,859,185.00",100%
The Eleventh Chapter,"$8,844,997.00",-,-,"$8,844,997.00",100%
The Medium,"$8,826,689.00",-,-,"$8,826,689.00",100%
The Vault,"$8,803,864.00",-,-,"$8,803,864.00",100%
Kaguya-sama: Love Is War,"$8,794,981.00",-,-,"$8,794,981.00",100%
The Protégé,"$8,737,253.00","$7,446,823.00",85.20%,"$1,290,430.00",14.80%
The Secret Garden,"$8,721,243.00",-,-,"$8,721,243.00",100%
Sword Art Online: Progressive - Scherzo of Deep Night,"$8,695,854.00",-,-,"$8,695,854.00",100%
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,"$8,658,041.00",-,-,"$8,658,041.00",100%
Lost Illusions,"$8,627,624.00","$126,391.00",1.50%,"$8,501,233.00",98.50%
Eltilerin Savasi,"$8,613,864.00",-,-,"$8,613,864.00",100%
Agent Backkom: Kings Bear,"$8,578,734.00",-,-,"$8,578,734.00",100%
Samrat Prithviraj,"$8,568,339.00",-,-,"$8,568,339.00",100%
Life Is Beautiful,"$8,458,639.00",-,-,"$8,458,639.00",100%
Honey Lemon Soda,"$8,441,488.00",-,-,"$8,441,488.00",100%
Malang,"$8,399,765.00",-,-,"$8,399,765.00",100%
From Siberia with Love,"$8,387,592.00",-,-,"$8,387,592.00",100%
The Lord of the Rings: The Fellowship of the Ring 2021 Re-release,"$8,377,569.00",-,-,"$8,377,569.00",100%
Delicious,"$8,356,097.00",-,-,"$8,356,097.00",100%
Don,"$8,287,406.00",-,-,"$8,287,406.00",100%
Dziewczyny z Dubaju,"$8,244,711.00",-,-,"$8,244,711.00",100%
Vikram Vedha,"$8,234,166.00","$1,589,362.00",19.30%,"$6,644,804.00",80.70%
I Don't Have Any Money Left in My Retirement Account,"$8,204,616.00",-,-,"$8,204,616.00",100%
White Snake 2: Green Snake,"$8,170,000.00",-,-,"$8,170,000.00",100%
Karada Sagashi,"$8,166,175.00",-,-,"$8,166,175.00",100%
New Happy Dad and Son 4,"$8,070,000.00",-,-,"$8,070,000.00",100%
Pil's Adventures,"$8,065,851.00",-,-,"$8,065,851.00",100%
Acharya,"$8,048,175.00","$832,000.00",10.30%,"$7,216,175.00",89.70%
Your Eyes Tell,"$8,020,474.00",-,-,"$8,020,474.00",100%
"My Donkey, My Lover & I","$7,973,799.00","$152,184.00",1.90%,"$7,821,615.00",98.10%
AI Amok,"$7,932,191.00",-,-,"$7,932,191.00",100%
Sunny Sisters,"$7,880,000.00",-,-,"$7,880,000.00",100%
Ducobu Président !,"$7,858,171.00",-,-,"$7,858,171.00",100%
The Lost Prince,"$7,837,980.00",-,-,"$7,837,980.00",100%
Antebellum,"$7,792,716.00",-,-,"$7,792,716.00",100%
Contra,"$7,762,797.00",-,-,"$7,762,797.00",100%
The Marriage Escape,"$7,760,946.00",-,-,"$7,760,946.00",100%
Spirited Away Studio Ghibli Fest 2020,"$7,732,435.00",-,-,"$7,732,435.00",100%
Princess Mononoke Studio Ghibli Fest 2020,"$7,673,207.00",-,-,"$7,673,207.00",100%
Dr. Coto's Clinic,"$7,664,772.00",-,-,"$7,664,772.00",100%
Hard Hit,"$7,658,021.00",-,-,"$7,658,021.00",100%
The Heist of the Century,"$7,627,100.00",-,-,"$7,627,100.00",100%
Little Canned Men,"$7,600,000.00",-,-,"$7,600,000.00",100%
Pushpa: The Rise - Part 1,"$7,592,374.00","$1,320,000.00",17.40%,"$6,272,374.00",82.60%
Phases of the Moon,"$7,564,756.00",-,-,"$7,564,756.00",100%
The Mauritanian,"$7,527,030.00","$836,536.00",11.10%,"$6,690,494.00",88.90%
777 Charlie,"$7,523,995.00",-,-,"$7,523,995.00",100%
The Ice Road,"$7,502,846.00",-,-,"$7,502,846.00",100%
De Gaulle,"$7,501,454.00",-,-,"$7,501,454.00",100%
Fukushima 50,"$7,494,243.00",-,-,"$7,494,243.00",100%
Judas and the Black Messiah,"$7,428,769.00","$5,478,009.00",73.70%,"$1,950,760.00",26.30%
Love Letter 2021 Re-release,"$7,400,000.00",-,-,"$7,400,000.00",100%
Signal: The Movie,"$7,388,603.00",-,-,"$7,388,603.00",100%
Bachchhan Paandey,"$7,387,882.00",-,-,"$7,387,882.00",100%
The Best Years,"$7,354,812.00",-,-,"$7,354,812.00",100%
Lesson in Murder,"$7,348,964.00",-,-,"$7,348,964.00",100%
How About Adolf?,"$7,330,755.00",-,-,"$7,330,755.00",100%
Laid-Back Camp: The Movie,"$7,317,913.00",-,-,"$7,317,913.00",100%
Osomatsusan the Movie 2022 Re-release,"$7,297,522.00",-,-,"$7,297,522.00",100%
Mamma Mia! Here We Go Again 2020 Re-release,"$7,220,137.00",-,-,"$7,220,137.00",100%
Listy do M. 5,"$7,175,333.00",-,-,"$7,175,333.00",100%
The (UN)perfect Guy,"$7,154,649.00",-,-,"$7,154,649.00",100%
Bohemian Rhapsody 2020 Re-release,"$7,154,052.00","$240,000.00",3.40%,"$6,914,052.00",96.60%
Decibel,"$7,128,491.00","$60,579.00",0.80%,"$7,067,912.00",99.20%
Back to the Wharf,"$7,090,000.00",-,-,"$7,090,000.00",100%
Adu,"$7,085,946.00",-,-,"$7,085,946.00",100%
Fatale,"$7,031,289.00","$6,306,897.00",89.70%,"$724,392.00",10.30%
Mobile Suit Gundam: Cucuruz Doan's Island,"$7,006,640.00",-,-,"$7,006,640.00",100%
Spycies,"$6,989,285.00",-,-,"$6,989,285.00",100%
Dragon Rider,"$6,974,429.00",-,-,"$6,974,429.00",100%
Jim Button and the Wild 13,"$6,934,920.00",-,-,"$6,934,920.00",100%
Menteur 2022 Re-release,"$6,899,633.00",-,-,"$6,899,633.00",100%
The New Toy,"$6,783,391.00",-,-,"$6,783,391.00",100%
Rabbit Academy,"$6,744,020.00",-,-,"$6,744,020.00",100%
Psy 3: W imie zasad,"$6,725,146.00",-,-,"$6,725,146.00",100%
Blood Moon Party,"$6,709,383.00",-,-,"$6,709,383.00",100%
Innocence,"$6,659,968.00",-,-,"$6,659,968.00",100%
Babylon,"$6,646,890.00","$6,646,890.00",100%,-,-
Finnick,"$6,630,871.00",-,-,"$6,630,871.00",100%
National Theatre Live: Prima Facie,"$6,589,048.00",-,-,"$6,589,048.00",100%
Shubh Mangal Zyada Saavdhan,"$6,574,905.00",-,-,"$6,574,905.00",100%
Chhapaak,"$6,532,100.00","$604,334.00",9.30%,"$5,927,766.00",90.70%
"Love Me, Love Me Not","$6,494,241.00",-,-,"$6,494,241.00",100%
Hammamet,"$6,434,874.00",-,-,"$6,434,874.00",100%
Honest Candidate 2,"$6,433,696.00",-,-,"$6,433,696.00",100%
"Farewell, Mr. Haffmann","$6,417,032.00",-,-,"$6,417,032.00",100%
Lindenberg! Mach dein Ding,"$6,404,964.00",-,-,"$6,404,964.00",100%
Midnight Swan,"$6,397,065.00",-,-,"$6,397,065.00",100%
Cyrano,"$6,396,730.00","$3,873,124.00",60.50%,"$2,523,606.00",39.50%
Nausicaä of the Valley of the Wind 2020 Re-release,"$6,395,525.00",-,-,"$6,395,525.00",100%
Mascarade,"$6,341,790.00",-,-,"$6,341,790.00",100%
Marcel the Shell with Shoes On,"$6,334,075.00","$6,333,702.00",100%,$373.00,<0.1%
Hero,"$6,330,332.00",-,-,"$6,330,332.00",100%
Simply Black,"$6,323,750.00",-,-,"$6,323,750.00",100%
My Boyfriend's Meds,"$6,292,780.00","$2,971,116.00",47.20%,"$3,321,664.00",52.80%
Bill & Ted Face the Music,"$6,274,027.00","$3,439,660.00",54.80%,"$2,834,367.00",45.20%
Chempion mira,"$6,241,731.00",-,-,"$6,241,731.00",100%
Yolki 9,"$6,204,367.00",-,-,"$6,204,367.00",100%
Hotel Belgrade,"$6,199,413.00",-,-,"$6,199,413.00",100%
The Exorcism of God,"$6,102,053.00",-,-,"$6,102,053.00",100%
God's Crooked Lines,"$6,060,070.00",-,-,"$6,060,070.00",100%
Notre-Dame on Fire,"$6,059,323.00",-,-,"$6,059,323.00",100%
Kingmaker,"$6,049,522.00",-,-,"$6,049,522.00",100%
How to Be a Good Wife,"$6,029,102.00",-,-,"$6,029,102.00",100%
The Legacy Of Dr. Death: Black File,"$6,024,046.00",-,-,"$6,024,046.00",100%
Vikrant Rona,"$6,020,595.00",-,-,"$6,020,595.00",100%
The Rhythm Section,"$5,989,583.00","$5,437,971.00",90.80%,"$551,612.00",9.20%
A Piece of Cake,"$5,986,875.00",-,-,"$5,986,875.00",100%
How I Became a Gangster,"$5,975,729.00",-,-,"$5,975,729.00",100%
Jeepers Creepers: Reborn,"$5,954,938.00","$2,033,057.00",34.10%,"$3,921,881.00",65.90%
Twiceborn,"$5,880,157.00","$11,527.00",0.20%,"$5,868,630.00",99.80%
The Royal Bride,"$5,830,719.00",-,-,"$5,830,719.00",100%
Beasts Clawing at Straws,"$5,796,059.00",-,-,"$5,796,059.00",100%
The Lion King 2020 Re-release,"$5,773,266.00",-,-,"$5,773,266.00",100%
Last Letter,"$5,663,972.00",-,-,"$5,663,972.00",100%
Yowamushi Pedal: The Movie 2020 Re-release,"$5,624,218.00",-,-,"$5,624,218.00",100%
Hocus Pocus 2020 Re-release,"$5,609,193.00","$4,828,000.00",86.10%,"$781,193.00",13.90%
Klassikokkutulek 2: Pulmad ja matused,"$5,543,147.00",-,-,"$5,543,147.00",100%
Mama Weed,"$5,461,144.00","$29,151.00",0.50%,"$5,431,993.00",99.50%
Divorce Club,"$5,316,313.00",-,-,"$5,316,313.00",100%
Cats & Dogs 3: Paws Unite,"$5,270,750.00",-,-,"$5,270,750.00",100%
Cindy la Regia,"$5,222,322.00",-,-,"$5,222,322.00",100%
Run,"$5,184,368.00",-,-,"$5,184,368.00",100%
Love Aaj Kal,"$5,120,794.00",-,-,"$5,120,794.00",100%
Masked Ward,"$5,107,013.00",-,-,"$5,107,013.00",100%
Ayyappanum Koshiyum,"$5,088,713.00",-,-,"$5,088,713.00",100%
Baba Parasi,"$5,084,342.00",-,-,"$5,084,342.00",100%
Die Känguru-Chroniken,"$5,081,127.00",-,-,"$5,081,127.00",100%
The Real Exorcist,"$5,035,830.00",-,-,"$5,035,830.00",100%
Mayday,"$5,011,408.00",-,-,"$5,011,408.00",100%
Bheeshma,"$4,997,080.00",-,-,"$4,997,080.00",100%
Made in Abyss: Dawn of the Deep Soul,"$4,971,635.00",-,-,"$4,971,635.00",100%
Godai - The Wunderkind,"$4,948,225.00",-,-,"$4,948,225.00",100%
Military Wives,"$4,890,505.00",-,-,"$4,890,505.00",100%
Panga,"$4,886,124.00","$582,720.00",11.90%,"$4,303,404.00",88.10%
The Tales for Old and Young,"$4,853,143.00",-,-,"$4,853,143.00",100%
Streltsov,"$4,850,073.00",-,-,"$4,850,073.00",100%
The SpongeBob Movie: Sponge on the Run,"$4,810,790.00","$4,810,790.00",100%,-,-
